result_name,value,set_id,dim_name_1,dim_value_1,dim_name_2,dim_value_2,dim_name_3,dim_value_3,dim_name_4,dim_value_4,dim_name_5,dim_value_5,dim_name_6,dim_value_6,measure_id,name,description,source_name
name=HOSPITAL VALUE|||unit=,,1623,Data Element,Medical Discharge Hr Indicator,Issue Period,2014 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1848,"Med Disch Hr Ind=Default, but Med Disch Hr spread thru day.","Medical Discharge Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day  (>=1 Medical Discharge Hour single value measure is <18% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=,,1624,Data Element,Medical Discharge Hr Indicator,Issue Period,2004 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2204,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,1624,Data Element,Medical Discharge Hr Indicator,Issue Period,2004 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2204,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,1625,Data Element,Medical Discharge Hr Indicator,Issue Period,2005 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2204,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1625,Data Element,Medical Discharge Hr Indicator,Issue Period,2005 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2204,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=%,,1626,Data Element,Discharge Hour,Issue Period,2007 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2660,Discharge Hour = Medical Discharge Hour for 100% of cases,Discharge Hour (Physical) = Medical Discharge Hour for 100% of cases,PHIS
name=HOSPITAL VALUE|||unit=%,100,1626,Data Element,Discharge Hour,Issue Period,2007 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2660,Discharge Hour = Medical Discharge Hour for 100% of cases,Discharge Hour (Physical) = Medical Discharge Hour for 100% of cases,PHIS
name=HOSPITAL VALUE|||unit=%,1.2,1627,Data Element,Charges-Billed,Issue Period,2012 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1336,Financial data missing rate. (CTC Flag=No and >=1%),Financial data missing rate >= 1% of cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=PHIS MEDIAN|||unit=%,,1627,Data Element,Charges-Billed,Issue Period,2012 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1336,Financial data missing rate. (CTC Flag=No and >=1%),Financial data missing rate >= 1% of cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=cases,43,1627,Data Element,Charges-Billed,Issue Period,2012 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1335,Financial data missing cases. (CTC Flag=No and >=1%),Financial data missing cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=PHIS MEDIAN|||unit=cases,,1627,Data Element,Charges-Billed,Issue Period,2012 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1335,Financial data missing cases. (CTC Flag=No and >=1%),Financial data missing cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=PPx,1799,1628,Data Element,Px End Date (Principal Px),Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2108,PPx count with missing PPx end dates.,Principal Px count with missing or null Principal Px end dates.,PHIS
name=PHIS MEDIAN|||unit=PPx,,1628,Data Element,Px End Date (Principal Px),Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2108,PPx count with missing PPx end dates.,Principal Px count with missing or null Principal Px end dates.,PHIS
name=HOSPITAL VALUE|||unit=%,98.9,1629,Data Element,Zip Code,Issue Period,2009 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1676,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=PHIS MEDIAN|||unit=%,99.7,1629,Data Element,Zip Code,Issue Period,2009 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1676,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=PHIS MEDIAN|||unit=,,1630,Data Element,Admit Hour Indicator,Issue Period,2005 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2186,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,1630,Data Element,Admit Hour Indicator,Issue Period,2005 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2186,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=%,18.3486,1631,Data Element,Admit Hour,Issue Period,2006 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1127,Admit Hour >=18% 06 (06:00 AM to 06:59 AM).,Admit Hour >=18% 06 (06:00 AM to 06:59 AM) and <100%.,PHIS
name=PHIS MEDIAN|||unit=%,18.6346,1631,Data Element,Admit Hour,Issue Period,2006 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1127,Admit Hour >=18% 06 (06:00 AM to 06:59 AM).,Admit Hour >=18% 06 (06:00 AM to 06:59 AM) and <100%.,PHIS
name=PHIS MEDIAN|||unit=cases,0,1632,Data Element,Date of Birth,Issue Period,2006 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1372,DOB is <=12/31/1960. (DOB not missing),Date of birth is <=12/31/1960. (DOB not = 1/1/1900 or 1/1/1850 (missing)),PHIS
name=HOSPITAL VALUE|||unit=cases,1,1632,Data Element,Date of Birth,Issue Period,2006 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1372,DOB is <=12/31/1960. (DOB not missing),Date of birth is <=12/31/1960. (DOB not = 1/1/1900 or 1/1/1850 (missing)),PHIS
name=HOSPITAL VALUE|||unit=,,1633,Data Element,Country,Issue Period,2004 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2151,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=codes,,1633,Data Element,Country,Issue Period,2004 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2003,Country code invalid value count,Country code invalid or null value count,PHIS
name=PHIS MEDIAN|||unit=cases,640.5,1633,Data Element,Country,Issue Period,2004 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2002,Country code invalid entry cases.,Country code invalid or null entry cases,PHIS
name=HOSPITAL VALUE|||unit=cases,633,1633,Data Element,Country,Issue Period,2004 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2002,Country code invalid entry cases.,Country code invalid or null entry cases,PHIS
name=PHIS MEDIAN|||unit=,,1633,Data Element,Country,Issue Period,2004 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2151,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=codes,603,1633,Data Element,Country,Issue Period,2004 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2003,Country code invalid value count,Country code invalid or null value count,PHIS
name=HOSPITAL VALUE|||unit=$,25779,1634,Data Element,Charges-Billed,Issue Period,2006 Q2,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1343,Billed charges unmapped >$50K or >.2% of billed chgs,Unmapped billed charges (CTC Code = 69999999) >$50K or >.2% of total billed charges. Unmapped charges are not available for analysis.,PHIS
name=PHIS MEDIAN|||unit=%,0.2966,1634,Data Element,Charges-Billed,Issue Period,2006 Q2,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1344,Billed charges unmapped rate >$50K or >.2% of billed chgs,Unmapped billed charge rate (CTC Code = 69999999) >$50K or >.2% of total billed charges. Unmapped charges are not available for analysis.,PHIS
name=HOSPITAL VALUE|||unit=%,0.2856,1634,Data Element,Charges-Billed,Issue Period,2006 Q2,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1344,Billed charges unmapped rate >$50K or >.2% of billed chgs,Unmapped billed charge rate (CTC Code = 69999999) >$50K or >.2% of total billed charges. Unmapped charges are not available for analysis.,PHIS
name=PHIS MEDIAN|||unit=$,20257,1634,Data Element,Charges-Billed,Issue Period,2006 Q2,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1343,Billed charges unmapped >$50K or >.2% of billed chgs,Unmapped billed charges (CTC Code = 69999999) >$50K or >.2% of total billed charges. Unmapped charges are not available for analysis.,PHIS
name=PHIS MEDIAN|||unit=%,0,1635,Data Element,Disposition,Issue Period,2012 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1514,Disposition >= .1% unknown and/or invalid.,Disposition >= .1% unknown and/or invalid.,PHIS
name=HOSPITAL VALUE|||unit=%,0.2,1635,Data Element,Disposition,Issue Period,2012 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1514,Disposition >= .1% unknown and/or invalid.,Disposition >= .1% unknown and/or invalid.,PHIS
name=PHIS MEDIAN|||unit=,,1636,Data Element,Medical Discharge Hour,Issue Period,2006 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2200,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,1636,Data Element,Medical Discharge Hour,Issue Period,2006 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2200,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1638,Data Element,Px Start Hour (Principal Px),Issue Period,2006 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2215,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,1638,Data Element,Px Start Hour (Principal Px),Issue Period,2006 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2215,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,1639,Data Element,Admit Hour Indicator,Issue Period,2010 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1198,"Adm Hr Ind =Default, but Adm Hr spread thru day","Admit Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but Admit Hour values are spread throughout the day (>=1 Admit Hour single value measure is <18% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=,,1639,Data Element,Admit Hour Indicator,Issue Period,2010 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1198,"Adm Hr Ind =Default, but Adm Hr spread thru day","Admit Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but Admit Hour values are spread throughout the day (>=1 Admit Hour single value measure is <18% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=%,,1639,Data Element,Admit Hour Indicator,Issue Period,2010 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1193,Adm Hr Ind = default for >99% of cases,Admit Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=%,100,1639,Data Element,Admit Hour Indicator,Issue Period,2010 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1193,Adm Hr Ind = default for >99% of cases,Admit Hour Indicator = default for >99% of cases,PHIS
name=PHIS MEDIAN|||unit=cases,,1640,Data Element,Charges-Billed,Issue Period,2007 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1345,Financial data missing cases. (CTC Flag=No and >=1%),Financial data missing cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=PHIS MEDIAN|||unit=%,,1640,Data Element,Charges-Billed,Issue Period,2007 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1346,Financial data missing rate. (CTC Flag=No and >=1%),Financial data missing rate >= 1% of cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=%,2.4,1640,Data Element,Charges-Billed,Issue Period,2007 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1346,Financial data missing rate. (CTC Flag=No and >=1%),Financial data missing rate >= 1% of cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=cases,19,1640,Data Element,Charges-Billed,Issue Period,2007 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1345,Financial data missing cases. (CTC Flag=No and >=1%),Financial data missing cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=PHIS MEDIAN|||unit=%,0,1641,Data Element,Patient Type,Issue Period,2014 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1572,OB-GYN (MDC 14) rate is >=.5%.,OB-GYN (MDC 14) rate is >=.5%.,PHIS
name=HOSPITAL VALUE|||unit=%,7.1,1641,Data Element,Patient Type,Issue Period,2014 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1571,Normal newborn rate is >5% of neonates.,Normal newborn rate >5% of neonates age <=28 days. (MS-DRG 795 or CMS DRG 391 if MS-DRG not available),PHIS
name=HOSPITAL VALUE|||unit=%,1.2,1641,Data Element,Patient Type,Issue Period,2014 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1572,OB-GYN (MDC 14) rate is >=.5%.,OB-GYN (MDC 14) rate is >=.5%.,PHIS
name=PHIS MEDIAN|||unit=%,4.7,1641,Data Element,Patient Type,Issue Period,2014 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1571,Normal newborn rate is >5% of neonates.,Normal newborn rate >5% of neonates age <=28 days. (MS-DRG 795 or CMS DRG 391 if MS-DRG not available),PHIS
name=PHIS MEDIAN|||unit=%,0,1642,Data Element,Principal Diagnosis Code (PDx),Issue Period,2012 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1610,PDx code is invalid for >=.5% of cases.,Principal Diagnosis code is invalid for >=.5% of cases.,PHIS
name=HOSPITAL VALUE|||unit=%,0.5,1642,Data Element,Principal Diagnosis Code (PDx),Issue Period,2012 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1610,PDx code is invalid for >=.5% of cases.,Principal Diagnosis code is invalid for >=.5% of cases.,PHIS
name=HOSPITAL VALUE|||unit=,,1643,Data Element,Discharge Hour,Issue Period,2004 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2178,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1643,Data Element,Discharge Hour,Issue Period,2004 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2178,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=%,18.3,1644,Data Element,Medical Discharge Hour,Issue Period,2011 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1811,Med discharge hour >=18% 11 (11:00 AM to 11:59 AM).,Medical discharge hour >=18% 11 (11:00 AM to 11:59 AM) (and <100%).,PHIS
name=PHIS MEDIAN|||unit=%,7.3,1644,Data Element,Medical Discharge Hour,Issue Period,2011 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1811,Med discharge hour >=18% 11 (11:00 AM to 11:59 AM).,Medical discharge hour >=18% 11 (11:00 AM to 11:59 AM) (and <100%).,PHIS
name=PHIS MEDIAN|||unit=%,,1644,Data Element,Medical Discharge Hour,Issue Period,2011 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1799,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=HOSPITAL VALUE|||unit=%,100,1644,Data Element,Medical Discharge Hour,Issue Period,2011 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1799,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=HOSPITAL VALUE|||unit=%,6.6,1645,Data Element,Patient Type,Issue Period,2010 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1571,Normal newborn rate is >5% of neonates.,Normal newborn rate >5% of neonates age <=28 days. (MS-DRG 795 or CMS DRG 391 if MS-DRG not available),PHIS
name=PHIS MEDIAN|||unit=%,4.8,1645,Data Element,Patient Type,Issue Period,2010 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1571,Normal newborn rate is >5% of neonates.,Normal newborn rate >5% of neonates age <=28 days. (MS-DRG 795 or CMS DRG 391 if MS-DRG not available),PHIS
name=HOSPITAL VALUE|||unit=,,1646,Data Element,Payer-Tertiary,Issue Period,2004 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2280,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1646,Data Element,Payer-Tertiary,Issue Period,2004 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2280,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1647,Data Element,APGAR Scores (Neonates),Issue Period,2006 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2193,Version 1 data does not include APGAR 1-minute score.,Version 1 data does not include APGAR 1-minute score.,PHIS
name=HOSPITAL VALUE|||unit=,,1647,Data Element,APGAR Scores (Neonates),Issue Period,2006 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2194,Version 1 data does not include APGAR 5-minute score.,Version 1 data does not include APGAR 5-minute score.,PHIS
name=HOSPITAL VALUE|||unit=,,1647,Data Element,APGAR Scores (Neonates),Issue Period,2006 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2192,Version 1 data does not include APGAR 10-minute score.,Version 1 data does not include APGAR 10-minute score.,PHIS
name=HOSPITAL VALUE|||unit=,,1647,Data Element,APGAR Scores (Neonates),Issue Period,2006 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2193,Version 1 data does not include APGAR 1-minute score.,Version 1 data does not include APGAR 1-minute score.,PHIS
name=PHIS MEDIAN|||unit=,,1647,Data Element,APGAR Scores (Neonates),Issue Period,2006 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2194,Version 1 data does not include APGAR 5-minute score.,Version 1 data does not include APGAR 5-minute score.,PHIS
name=PHIS MEDIAN|||unit=,,1647,Data Element,APGAR Scores (Neonates),Issue Period,2006 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2192,Version 1 data does not include APGAR 10-minute score.,Version 1 data does not include APGAR 10-minute score.,PHIS
name=PHIS MEDIAN|||unit=%,0,1648,Data Element,Birthweight (NICU),Issue Period,2007 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,10,BW NICU invalid entry rate >2%,BW NICU >2% values 1-200g or >7000g for neonates in NICU age <=28 days with billed charges,PHIS
name=HOSPITAL VALUE|||unit=%,19.5,1648,Data Element,Birthweight (NICU),Issue Period,2007 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,10,BW NICU invalid entry rate >2%,BW NICU >2% values 1-200g or >7000g for neonates in NICU age <=28 days with billed charges,PHIS
name=HOSPITAL VALUE|||unit=%,6.6,1648,Data Element,Birthweight (NICU),Issue Period,2007 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,11,BW NICU missing entry rate >=5%,BW NICU value = 0 for >=5% neonates age <=28 days,PHIS
name=PHIS MEDIAN|||unit=%,0,1648,Data Element,Birthweight (NICU),Issue Period,2007 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,11,BW NICU missing entry rate >=5%,BW NICU value = 0 for >=5% neonates age <=28 days,PHIS
name=HOSPITAL VALUE|||unit=%,100,1649,Data Element,Medical Discharge Hour,Issue Period,2011 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1772,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=HOSPITAL VALUE|||unit=%,93.4,1649,Data Element,Medical Discharge Hour,Issue Period,2011 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1796,Med discharge hour >=18% 23 (11:00 PM to 11:59 PM).,Medical discharge hour >=18% 23 (11:00 PM to 11:59 PM) (and <100%).,PHIS
name=PHIS MEDIAN|||unit=%,0,1649,Data Element,Medical Discharge Hour,Issue Period,2011 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1796,Med discharge hour >=18% 23 (11:00 PM to 11:59 PM).,Medical discharge hour >=18% 23 (11:00 PM to 11:59 PM) (and <100%).,PHIS
name=PHIS MEDIAN|||unit=%,,1649,Data Element,Medical Discharge Hour,Issue Period,2011 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1772,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=PHIS MEDIAN|||unit=%,0,1650,Data Element,Principal Diagnosis Code (PDx),Issue Period,2011 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1608,PDx code is invalid for >=.5% of cases.,Principal Diagnosis code is invalid for >=.5% of cases.,PHIS
name=HOSPITAL VALUE|||unit=%,0.5,1650,Data Element,Principal Diagnosis Code (PDx),Issue Period,2011 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1608,PDx code is invalid for >=.5% of cases.,Principal Diagnosis code is invalid for >=.5% of cases.,PHIS
name=HOSPITAL VALUE|||unit=%,100,1651,Data Element,Px Start Hour (Principal Px),Issue Period,2011 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1958,PPx start hour is missing for 100% of PPx.,Principal Px start hour is missing for 100% of Principal Px. (Start Hour = 99),PHIS
name=PHIS MEDIAN|||unit=%,,1651,Data Element,Px Start Hour (Principal Px),Issue Period,2011 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1958,PPx start hour is missing for 100% of PPx.,Principal Px start hour is missing for 100% of Principal Px. (Start Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=,,1652,Data Element,Medical Discharge Date,Issue Period,2006 Q1,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2197,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1652,Data Element,Medical Discharge Date,Issue Period,2006 Q1,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2197,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1653,Data Element,TPN Flag (Reported),Issue Period,2008 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2069,Reported to Chg based TPN count difference >=3x median,Reported Hyperalimentation (TPN) flag not consistent with charge-based TPN flag. Reported to Charge based TPN count difference >=3x (absolute) median (Reported TPN count >=1 and chg based TPN count >=1),PHIS
name=HOSPITAL VALUE|||unit=,108,1653,Data Element,TPN Flag (Reported),Issue Period,2008 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2069,Reported to Chg based TPN count difference >=3x median,Reported Hyperalimentation (TPN) flag not consistent with charge-based TPN flag. Reported to Charge based TPN count difference >=3x (absolute) median (Reported TPN count >=1 and chg based TPN count >=1),PHIS
name=PHIS MEDIAN|||unit=%,,1654,Data Element,Medical Discharge Hr Indicator,Issue Period,2013 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2168,Med Disch Hr Ind = default for >99% of cases,Medical Discharge Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=,,1654,Data Element,Medical Discharge Hr Indicator,Issue Period,2013 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1856,"Med Disch Hr Ind=Default, but Med Disch Hr spread thru day.","Medical Discharge Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day  (>=1 Medical Discharge Hour single value measure is <18% and not =0%)",PHIS
name=HOSPITAL VALUE|||unit=%,100,1654,Data Element,Medical Discharge Hr Indicator,Issue Period,2013 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2168,Med Disch Hr Ind = default for >99% of cases,Medical Discharge Hour Indicator = default for >99% of cases,PHIS
name=PHIS MEDIAN|||unit=,,1654,Data Element,Medical Discharge Hr Indicator,Issue Period,2013 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1856,"Med Disch Hr Ind=Default, but Med Disch Hr spread thru day.","Medical Discharge Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day  (>=1 Medical Discharge Hour single value measure is <18% and not =0%)",PHIS
name=HOSPITAL VALUE|||unit=,,1655,Data Element,Px End Date (Principal Px),Issue Period,2005 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2232,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1655,Data Element,Px End Date (Principal Px),Issue Period,2005 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2232,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=%,100,1656,Data Element,Px End Hour,Issue Period,2013 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2118,Px end hour is missing for 100% of Px.,Px end hour is missing for 100% of Px. (End Hour = 99),PHIS
name=PHIS MEDIAN|||unit=%,,1656,Data Element,Px End Hour,Issue Period,2013 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2118,Px end hour is missing for 100% of Px.,Px end hour is missing for 100% of Px. (End Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=,,1657,Data Element,Px Start Date,Issue Period,2005 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2208,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,1657,Data Element,Px Start Date,Issue Period,2005 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2208,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
